ID,YYYY,MM,DD,qobs,ckhs,qceq,qcol
678,1981,5,13,48.216,1,0,0
678,1981,5,14,42.6,1,0,0
678,1981,5,15,35.622,1,0,0
678,1981,5,16,34.023,1,0,0
678,1981,5,17,35.381,1,0,0
678,1981,5,18,35.144,1,0,0
678,1981,5,19,32.519,1,0,0
678,1981,5,20,30.708,1,0,0
678,1981,5,21,28.08,1,0,0
678,1981,5,22,33.048,1,0,0
678,1981,5,23,45.83,1,0,0
678,1981,5,24,30.446,1,0,0
678,1981,5,25,27.791,1,0,0
678,1981,5,26,31.29,1,0,0
678,1981,5,27,69.054,1,0,0
678,1981,5,28,71.764,1,0,0
678,1981,5,29,41.404,1,0,0
678,1981,5,30,33.626,1,0,0
678,1981,5,31,26.557,1,0,0
678,1981,6,1,25.792,1,0,0
678,1981,6,2,34.282,1,0,0
678,1981,6,3,40.433,1,0,0
678,1981,6,4,42.506,1,0,0
678,1981,6,5,42.312,1,0,0
678,1981,6,6,40.016,1,0,0
678,1981,6,7,31.353,1,0,0
678,1981,6,8,21.645,1,0,0
678,1981,6,9,24.323,1,0,0
678,1981,6,10,46.199,1,0,0
678,1981,6,11,50.7,1,0,0
678,1981,6,12,46.103,1,0,0
678,1981,6,13,41.626,1,0,0
678,1981,6,14,36.12,1,0,0
678,1981,6,15,29.804,1,0,0
678,1981,6,16,48.208,1,0,0
678,1981,6,17,44.531,1,0,0
678,1981,6,18,31.732,1,0,0
678,1981,6,19,78.304,1,0,0
678,1981,6,20,78.439,1,0,0
678,1981,6,21,53.508,1,0,0
678,1981,6,22,63.542,1,0,0
678,1981,6,23,78.909,1,0,0
678,1981,6,24,69.737,1,0,0
678,1981,6,25,58.748,1,0,0
678,1981,6,26,58.036,1,0,0
678,1981,6,27,57.378,1,0,0
678,1981,6,28,36.434,1,0,0
678,1981,6,29,28.77,1,0,0
678,1981,6,30,51.948,1,0,0
678,1981,7,1,47.873,1,0,0
678,1981,7,2,42.329,1,0,0
678,1981,7,3,46.511,1,0,0
678,1981,7,4,58.294,1,0,0
678,1981,7,5,37.352,1,0,0
678,1981,7,6,26.188,1,0,0
678,1981,7,7,32.819,1,0,0
678,1981,7,8,26.837,1,0,0
678,1981,7,9,25.008,1,0,0
678,1981,7,10,22.791,1,0,0
678,1981,7,11,26.737,1,0,0
678,1981,7,12,37.079,1,0,0
678,1981,7,13,33.415,1,0,0
678,1981,7,14,47.173,1,0,0
678,1981,7,15,46.26,1,0,0
678,1981,7,16,45.47,1,0,0
678,1981,7,17,46.799,1,0,0
678,1981,7,18,99.644,1,0,0
678,1981,7,19,345.917,1,0,0
678,1981,7,20,634.229,1,0,0
678,1981,7,21,587.521,1,0,0
678,1981,7,22,519.948,1,0,0
678,1981,7,23,381.469,1,0,0
678,1981,7,24,269.083,1,0,0
678,1981,7,25,243.562,1,0,0
678,1981,7,26,189.031,1,0,0
678,1981,7,27,121.427,1,0,0
678,1981,7,28,112.521,1,0,0
678,1981,7,29,110.833,1,0,0
678,1981,7,30,102.535,1,0,0
678,1981,7,31,94.131,1,0,0
678,1981,8,1,88.958,1,0,0
678,1981,8,2,81.586,1,0,0
678,1981,8,3,63.402,1,0,0
678,1981,8,4,77.328,1,0,0
678,1981,8,5,73.084,1,0,0
678,1981,8,6,67.648,1,0,0
678,1981,8,7,68.871,1,0,0
678,1981,8,8,65.074,1,0,0
678,1981,8,9,78.765,1,0,0
678,1981,8,10,73.9,1,0,0
678,1981,8,11,77.244,1,0,0
678,1981,8,12,71.299,1,0,0
678,1981,8,13,69.671,1,0,0
678,1981,8,14,61.348,1,0,0
678,1981,8,15,52.466,1,0,0
678,1981,8,16,43.249,1,0,0
678,1981,8,17,53.011,1,0,0
678,1981,8,18,76.76,1,0,0
678,1981,8,19,60.885,1,0,0
678,1981,8,20,53.394,1,0,0
678,1981,8,21,51.956,1,0,0
678,1981,8,22,60.701,1,0,0
678,1981,8,23,81.635,1,0,0
678,1981,8,24,105.343,1,0,0
678,1981,8,25,137.052,1,0,0
678,1981,8,26,78.208,1,0,0
678,1981,8,27,75.756,1,0,0
678,1981,8,28,69.409,1,0,0
678,1981,8,29,64.014,1,0,0
678,1981,8,30,47.464,1,0,0
678,1981,8,31,40.416,1,0,0
678,1981,9,1,47.708,1,0,0
678,1981,9,2,62.083,1,0,0
678,1981,9,3,55.216,1,0,0
678,1981,9,4,50.696,1,0,0
678,1981,9,5,44.726,1,0,0
678,1981,9,6,36.989,1,0,0
678,1981,9,7,34.675,1,0,0
678,1981,9,8,39.448,1,0,0
678,1981,9,9,47.4,1,0,0
678,1981,9,10,52.915,1,0,0
678,1981,9,11,48.507,1,0,0
678,1981,9,12,45.919,1,0,0
678,1981,9,13,41.327,1,0,0
678,1981,9,14,56.196,1,0,0
678,1981,9,15,58.936,1,0,0
678,1981,9,16,55.319,1,0,0
678,1981,9,17,57.34,1,0,0
678,1981,9,18,58.12,1,0,0
678,1981,9,19,57.468,1,0,0
678,1981,9,20,53.567,1,0,0
678,1981,9,21,40.903,1,0,0
678,1981,9,22,51.536,1,0,0
678,1981,9,23,51.234,1,0,0
678,1981,9,24,65.905,1,0,0
678,1981,9,25,57.695,1,0,0
678,1981,9,26,50.246,1,0,0
678,1981,9,27,38.974,1,0,0
678,1981,9,28,35.382,1,0,0
678,1981,9,29,120.621,1,0,0
678,1981,9,30,220.01,1,0,0
678,1981,10,1,129.729,1,0,0
678,1981,10,2,96.652,1,0,0
678,1981,10,3,148.517,1,0,0
678,1981,10,4,120.788,1,0,0
678,1981,10,5,94.935,1,0,0
678,1981,10,6,100.376,1,0,0
678,1981,10,7,92.646,1,0,0
678,1981,10,8,93.652,1,0,0
678,1981,10,9,85.415,1,0,0
678,1981,10,10,75.902,1,0,0
678,1981,10,11,93.435,1,0,0
678,1981,10,12,97.489,1,0,0
678,1981,10,13,221.156,1,0,0
678,1981,10,14,192.594,1,0,0
678,1981,10,15,266.75,1,0,0
678,1981,10,16,290.427,1,0,0
678,1981,10,17,237.229,1,0,0
678,1981,10,18,144.438,1,0,0
678,1981,10,19,111.854,1,0,0
678,1981,10,20,97.297,1,0,0
678,1981,10,21,91.304,1,0,0
678,1981,10,22,103.004,1,0,0
678,1981,10,23,107.625,1,0,0
678,1981,10,24,105.688,1,0,0
678,1981,10,25,93.508,1,0,0
678,1981,10,26,80.928,1,0,0
678,1981,10,27,82.568,1,0,0
678,1981,10,28,104.942,1,0,0
678,1981,10,29,106.566,1,0,0
678,1981,10,30,90.293,1,0,0
678,1981,10,31,124.51,1,0,0
678,1981,11,1,141.219,1,0,0
678,1981,11,2,106.55,1,0,0
678,1981,11,3,94.41,1,0,0
678,1981,11,4,81.946,1,0,0
678,1981,11,5,74.355,1,0,0
678,1981,11,6,68.271,1,0,0
678,1981,11,7,68.176,1,0,0
678,1981,11,8,59.749,1,0,0
678,1981,11,9,52.812,1,0,0
678,1981,11,10,62.403,1,0,0
678,1981,11,11,66.855,1,0,0
678,1981,11,12,67.531,1,0,0
678,1981,11,13,74.786,1,0,0
678,1981,11,14,82.297,1,0,0
678,1981,11,15,64.789,1,0,0
678,1981,11,16,55.597,1,0,0
678,1981,11,17,63.771,1,0,0
678,1981,11,18,58.96,1,0,0
678,1981,11,19,61.25,1,0,0
678,1981,11,20,74.769,1,0,0
678,1981,11,21,72.09,1,0,0
678,1981,11,22,60.052,1,0,0
678,1981,11,23,51.036,1,0,0
678,1981,11,24,56.668,1,0,0
678,1981,11,25,60.769,1,0,0
678,1981,11,26,60.225,1,0,0
678,1981,11,27,58.006,1,0,0
678,1981,11,28,58.826,1,0,0
678,1981,11,29,52.406,1,0,0
678,1981,11,30,46.32,1,0,0
678,1981,12,1,70.543,1,0,0
678,1981,12,2,71.389,1,0,0
678,1981,12,3,59.846,1,0,0
678,1981,12,4,56.356,1,0,0
678,1981,12,5,74.495,1,0,0
678,1981,12,6,67.78,1,0,0
678,1981,12,7,56.734,1,0,0
678,1981,12,8,59.264,1,0,0
678,1981,12,9,82.952,1,0,0
678,1981,12,10,74.124,1,0,0
678,1981,12,11,64.231,1,0,0
678,1981,12,12,63.705,1,0,0
678,1981,12,13,60.784,1,0,0
678,1981,12,14,55.131,1,0,0
678,1981,12,15,60.434,1,0,0
678,1981,12,16,72.748,1,0,0
678,1981,12,17,91.472,1,0,0
678,1981,12,18,82.989,1,0,0
678,1981,12,19,76.76,1,0,0
678,1981,12,20,70.289,1,0,0
678,1981,12,21,64.356,1,0,0
678,1981,12,22,67.285,1,0,0
678,1981,12,23,65.567,1,0,0
678,1981,12,24,58.775,1,0,0
678,1981,12,25,51.833,1,0,0
678,1981,12,26,45.165,1,0,0
678,1981,12,27,43.118,1,0,0
678,1981,12,28,44.858,1,0,0
678,1981,12,29,55.312,1,0,0
678,1981,12,30,53.533,1,0,0
678,1981,12,31,43.671,1,0,0
678,1982,1,1,60.877,1,0,0
678,1982,1,2,101.386,1,0,0
678,1982,1,3,81.332,1,0,0
678,1982,1,4,83.344,1,0,0
678,1982,1,5,101.261,1,0,0
678,1982,1,6,120.552,1,0,0
678,1982,1,7,119.198,1,0,0
678,1982,1,8,99.79,1,0,0
678,1982,1,9,90.698,1,0,0
678,1982,1,10,135.521,1,0,0
678,1982,1,11,104.688,1,0,0
678,1982,1,12,106.04,1,0,0
678,1982,1,13,101.617,1,0,0
678,1982,1,14,91.859,1,0,0
678,1982,1,15,84.608,1,0,0
678,1982,1,16,83.783,1,0,0
678,1982,1,17,76.957,1,0,0
678,1982,1,18,71.811,1,0,0
678,1982,1,19,70.524,1,0,0
678,1982,1,20,68.082,1,0,0
678,1982,1,21,64.813,1,0,0
678,1982,1,22,63.3,1,0,0
678,1982,1,23,62.698,1,0,0
678,1982,1,24,57.744,1,0,0
678,1982,1,25,55.429,1,0,0
678,1982,1,26,54.946,1,0,0
678,1982,1,27,55.565,1,0,0
678,1982,1,28,54.946,1,0,0
678,1982,1,29,58.818,1,0,0
678,1982,1,30,88.324,1,0,0
678,1982,1,31,153.281,1,0,0
678,1982,2,1,133.219,1,0,0
678,1982,2,2,84.574,1,0,0
678,1982,2,3,70.67,1,0,0
678,1982,2,4,69.456,1,0,0
678,1982,2,5,69.549,1,0,0
678,1982,2,6,62.385,1,0,0
678,1982,2,7,56.477,1,0,0
678,1982,2,8,52.259,1,0,0
678,1982,2,9,62.309,1,0,0
678,1982,2,10,59.517,1,0,0
678,1982,2,11,55.573,1,0,0
678,1982,2,12,54.034,1,0,0
678,1982,2,13,51.802,1,0,0
678,1982,2,14,45.96,1,0,0
678,1982,2,15,42.997,1,0,0
678,1982,2,16,55.808,1,0,0
678,1982,2,17,57.844,1,0,0
678,1982,2,18,58.316,1,0,0
678,1982,2,19,57.494,1,0,0
678,1982,2,20,56.125,1,0,0
678,1982,2,21,46.419,1,0,0
678,1982,2,22,37.177,1,0,0
678,1982,2,23,39.611,1,0,0
678,1982,2,24,45.557,1,0,0
678,1982,2,25,50.834,1,0,0
678,1982,2,26,52.221,1,0,0
678,1982,2,27,50.479,1,0,0
678,1982,2,28,40.413,1,0,0
678,1982,3,1,32.941,1,0,0
678,1982,3,2,35.327,1,0,0
678,1982,3,3,32.342,1,0,0
678,1982,3,4,30.351,1,0,0
678,1982,3,5,29.779,1,0,0
678,1982,3,6,26.674,1,0,0
678,1982,3,7,25.516,1,0,0
678,1982,3,8,24.361,1,0,0
678,1982,3,9,24.943,1,0,0
678,1982,3,10,26.216,1,0,0
678,1982,3,11,32.813,1,0,0
678,1982,3,12,34.002,1,0,0
678,1982,3,13,32.676,1,0,0
678,1982,3,14,29.553,1,0,0
678,1982,3,15,25.064,1,0,0
678,1982,3,16,26.088,1,0,0
678,1982,3,17,29.367,1,0,0
678,1982,3,18,39.923,1,0,0
678,1982,3,19,39.406,1,0,0
678,1982,3,20,33.07,1,0,0
678,1982,3,21,28.681,1,0,0
678,1982,3,22,28.941,1,0,0
678,1982,3,23,30.63,1,0,0
678,1982,3,24,31.653,1,0,0
678,1982,3,25,29.909,1,0,0
678,1982,3,26,28.944,1,0,0
678,1982,3,27,33.721,1,0,0
678,1982,3,28,40.998,1,0,0
678,1982,3,29,53.025,1,0,0
678,1982,3,30,74.695,1,0,0
678,1982,3,31,83.679,1,0,0
678,1982,4,1,100.978,1,0,0
678,1982,4,2,94.794,1,0,0
678,1982,4,3,95.769,1,0,0
678,1982,4,4,78.794,1,0,0
678,1982,4,5,73.721,1,0,0
678,1982,4,6,94.266,1,0,0
678,1982,4,7,115.073,1,0,0
678,1982,4,8,113.542,1,0,0
678,1982,4,9,119.615,1,0,0
678,1982,4,10,84.198,1,0,0
678,1982,4,11,72.826,1,0,0
678,1982,4,12,61.404,1,0,0
678,1982,4,13,62.936,1,0,0
678,1982,4,14,78.536,1,0,0
678,1982,4,15,69.267,1,0,0
678,1982,4,16,56.074,1,0,0
678,1982,4,17,61.093,1,0,0
678,1982,4,18,56.769,1,0,0
678,1982,4,19,59.394,1,0,0
678,1982,4,20,61.907,1,0,0
678,1982,4,21,51.824,1,0,0
678,1982,4,22,52.525,1,0,0
678,1982,4,23,50.813,1,0,0
678,1982,4,24,47.276,1,0,0
678,1982,4,25,42.186,1,0,0
678,1982,4,26,35.447,1,0,0
678,1982,4,27,41.223,1,0,0
678,1982,4,28,44.383,1,0,0
678,1982,4,29,44.538,1,0,0
678,1982,4,30,52.089,1,0,0
678,1982,5,1,48.883,1,0,0
678,1982,5,2,42.185,1,0,0
678,1982,5,3,40.63,1,0,0
678,1982,5,4,56.298,1,0,0
678,1982,5,5,62.804,1,0,0
678,1982,5,6,78.009,1,0,0
678,1982,5,7,70.118,1,0,0
678,1982,5,8,66.713,1,0,0
678,1982,5,9,59.324,1,0,0
678,1982,5,10,53.969,1,0,0
678,1982,5,11,69.74,1,0,0
678,1982,5,12,75.222,1,0,0
678,1982,5,13,72.214,1,0,0
678,1982,5,14,68.062,1,0,0
678,1982,5,15,69.101,1,0,0
678,1982,5,16,75.076,1,0,0
678,1982,5,17,82.747,1,0,0
678,1982,5,18,111.431,1,0,0
678,1982,5,19,123.521,1,0,0
678,1982,5,20,117.428,1,0,0
678,1982,5,21,109.093,1,0,0
678,1982,5,22,125.354,1,0,0
678,1982,5,23,111.781,1,0,0
678,1982,5,24,194.729,1,0,0
678,1982,5,25,207.844,1,0,0
678,1982,5,26,123.021,1,0,0
678,1982,5,27,109.875,1,0,0
678,1982,5,28,97.644,1,0,0
678,1982,5,29,126.229,1,0,0
678,1982,5,30,95.283,1,0,0
678,1982,5,31,84.448,1,0,0
678,1982,6,1,84.185,1,0,0
678,1982,6,2,95.77,1,0,0
678,1982,6,3,97.702,1,0,0
678,1982,6,4,100.651,1,0,0
678,1982,6,5,96.464,1,0,0
678,1982,6,6,81.253,1,0,0
678,1982,6,7,119.582,1,0,0
678,1982,6,8,145.865,1,0,0
678,1982,6,9,107.833,1,0,0
678,1982,6,10,97.755,1,0,0
678,1982,6,11,81.394,1,0,0
678,1982,6,12,123.321,1,0,0
678,1982,6,13,135.792,1,0,0
678,1982,6,14,114.729,1,0,0
678,1982,6,15,131.24,1,0,0
678,1982,6,16,110.699,1,0,0
678,1982,6,17,184.406,1,0,0
678,1982,6,18,154.354,1,0,0
678,1982,6,19,148.5,1,0,0
678,1982,6,20,106.83,1,0,0
678,1982,6,21,94.468,1,0,0
678,1982,6,22,104.747,1,0,0
678,1982,6,23,103.633,1,0,0
678,1982,6,24,157.948,1,0,0
678,1982,6,25,135.938,1,0,0
678,1982,6,26,132.25,1,0,0
678,1982,6,27,274.5,1,0,0
678,1982,6,28,229.115,1,0,0
678,1982,6,29,189.76,1,0,0
678,1982,6,30,171.698,1,0,0
678,1982,7,1,139.688,1,0,0
678,1982,7,2,111.969,1,0,0
678,1982,7,3,89.879,1,0,0
678,1982,7,4,90.323,1,0,0
678,1982,7,5,97.496,1,0,0
678,1982,7,6,87.498,1,0,0
678,1982,7,7,79.587,1,0,0
678,1982,7,8,75.461,1,0,0
678,1982,7,9,71.782,1,0,0
678,1982,7,10,62.957,1,0,0
678,1982,7,11,51.023,1,0,0
678,1982,7,12,49.826,1,0,0
678,1982,7,13,54.08,1,0,0
678,1982,7,14,55.971,1,0,0
678,1982,7,15,50.136,1,0,0
678,1982,7,16,54.831,1,0,0
678,1982,7,17,53.986,1,0,0
678,1982,7,18,44.139,1,0,0
678,1982,7,19,47.97,1,0,0
678,1982,7,20,49.814,1,0,0
678,1982,7,21,48.715,1,0,0
678,1982,7,22,51.92,1,0,0
678,1982,7,23,64.864,1,0,0
678,1982,7,24,54.675,1,0,0
678,1982,7,25,45.768,1,0,0
678,1982,7,26,51.503,1,0,0
678,1982,7,27,142.979,1,0,0
678,1982,7,28,159.271,1,0,0
678,1982,7,29,117.877,1,0,0
678,1982,7,30,87.587,1,0,0
678,1982,7,31,73.047,1,0,0
678,1982,8,1,69.051,1,0,0
678,1982,8,2,65.082,1,0,0
678,1982,8,3,65.133,1,0,0
678,1982,8,4,95.035,1,0,0
678,1982,8,5,77.106,1,0,0
678,1982,8,6,88.477,1,0,0
678,1982,8,7,121.812,1,0,0
678,1982,8,8,91.994,1,0,0
678,1982,8,9,74.333,1,0,0
678,1982,8,10,85.461,1,0,0
678,1982,8,11,72.987,1,0,0
678,1982,8,12,62.379,1,0,0
678,1982,8,13,63.205,1,0,0
678,1982,8,14,61.541,1,0,0
678,1982,8,15,44.444,1,0,0
678,1982,8,16,59.094,1,0,0
678,1982,8,17,88.218,1,0,0
678,1982,8,18,84.942,1,0,0
678,1982,8,19,66.773,1,0,0
678,1982,8,20,63.993,1,0,0
678,1982,8,21,91.062,1,0,0
678,1982,8,22,56.955,1,0,0
678,1982,8,23,45.151,1,0,0
678,1982,8,24,56.069,1,0,0
678,1982,8,25,59.923,1,0,0
678,1982,8,26,51.517,1,0,0
678,1982,8,27,41.919,1,0,0
678,1982,8,28,58.023,1,0,0
678,1982,8,29,70.42,1,0,0
678,1982,8,30,60.511,1,0,0
678,1982,8,31,60.62,1,0,0
678,1982,9,1,140.802,1,0,0
678,1982,9,2,102.825,1,0,0
678,1982,9,3,77.996,1,0,0
678,1982,9,4,63.897,1,0,0
678,1982,9,5,47.193,1,0,0
678,1982,9,6,47.87,1,0,0
678,1982,9,7,76.468,1,0,0
678,1982,9,8,67.846,1,0,0
678,1982,9,9,67.766,1,0,0
678,1982,9,10,55.494,1,0,0
678,1982,9,11,47.095,1,0,0
678,1982,9,12,33.418,1,0,0
678,1982,9,13,27.53,1,0,0
678,1982,9,14,33.598,1,0,0
678,1982,9,15,33.207,1,0,0
678,1982,9,16,34.558,1,0,0
678,1982,9,17,28.829,1,0,0
678,1982,9,18,27.875,1,0,0
678,1982,9,19,23.268,1,0,0
678,1982,9,20,21.698,1,0,0
678,1982,9,21,27.844,1,0,0
678,1982,9,22,30.832,1,0,0
678,1982,9,23,39.751,1,0,0
678,1982,9,24,39.286,1,0,0
678,1982,9,25,37.58,1,0,0
678,1982,9,26,34.859,1,0,0
678,1982,9,27,36.291,1,0,0
678,1982,9,28,34.49,1,0,0
678,1982,9,29,27.592,1,0,0
678,1982,9,30,24.463,1,0,0
678,1982,10,1,43.486,1,0,0
678,1982,10,2,87.797,1,0,0
678,1982,10,3,75.105,1,0,0
678,1982,10,4,64.307,1,0,0
678,1982,10,5,62.222,1,0,0
678,1982,10,6,62.807,1,0,0
678,1982,10,7,68.51,1,0,0
678,1982,10,8,58.083,1,0,0
678,1982,10,9,51.974,1,0,0
678,1982,10,10,49.346,1,0,0
678,1982,10,11,50.435,1,0,0
678,1982,10,12,55.241,1,0,0
678,1982,10,13,56.935,1,0,0
678,1982,10,14,63.739,1,0,0
678,1982,10,15,46.326,1,0,0
678,1982,10,16,32.639,1,0,0
678,1982,10,17,28.97,1,0,0
678,1982,10,18,23.012,1,0,0
678,1982,10,19,23.685,1,0,0
678,1982,10,20,21.053,1,0,0
678,1982,10,21,23.711,1,0,0
678,1982,10,22,27.515,1,0,0
678,1982,10,23,24.952,1,0,0
678,1982,10,24,22.385,1,0,0
678,1982,10,25,24.203,1,0,0
678,1982,10,26,30.269,1,0,0
678,1982,10,27,32.923,1,0,0
678,1982,10,28,32.635,1,0,0
678,1982,10,29,33.626,1,0,0
678,1982,10,30,33.126,1,0,0
678,1982,10,31,25.641,1,0,0
678,1982,11,1,22.771,1,0,0
678,1982,11,2,21.899,1,0,0
678,1982,11,3,24.24,1,0,0
678,1982,11,4,21.934,1,0,0
678,1982,11,5,20.536,1,0,0
678,1982,11,6,21.912,1,0,0
678,1982,11,7,19.438,1,0,0
678,1982,11,8,17.699,1,0,0
678,1982,11,9,21.076,1,0,0
678,1982,11,10,26.739,1,0,0
678,1982,11,11,23.619,1,0,0
678,1982,11,12,22.07,1,0,0
678,1982,11,13,23.777,1,0,0
678,1982,11,14,25.97,1,0,0
678,1982,11,15,21.992,1,0,0
678,1982,11,16,20.69,1,0,0
678,1982,11,17,23.799,1,0,0
678,1982,11,18,27.039,1,0,0
678,1982,11,19,45.733,1,0,0
678,1982,11,20,39.189,1,0,0
678,1982,11,21,28.035,1,0,0
678,1982,11,22,23.599,1,0,0
678,1982,11,23,23.448,1,0,0
678,1982,11,24,25.975,1,0,0
678,1982,11,25,25.68,1,0,0
678,1982,11,26,28.698,1,0,0
678,1982,11,27,30.299,1,0,0
678,1982,11,28,24.626,1,0,0
678,1982,11,29,20.9,1,0,0
678,1982,11,30,24.567,1,0,0
678,1982,12,1,26.993,1,0,0
678,1982,12,2,26.672,1,0,0
678,1982,12,3,25.001,1,0,0
678,1982,12,4,25.077,1,0,0
678,1982,12,5,24.482,1,0,0
678,1982,12,6,18.916,1,0,0
678,1982,12,7,26.055,1,0,0
678,1982,12,8,26.622,1,0,0
678,1982,12,9,25.336,1,0,0
678,1982,12,10,25.248,1,0,0
678,1982,12,11,29.095,1,0,0
678,1982,12,12,25.178,1,0,0
678,1982,12,13,17.883,1,0,0
678,1982,12,14,20.021,1,0,0
678,1982,12,15,22.953,1,0,0
678,1982,12,16,26.973,1,0,0
678,1982,12,17,32.173,1,0,0
678,1982,12,18,44.129,1,0,0
678,1982,12,19,34.433,1,0,0
678,1982,12,20,25.936,1,0,0
678,1982,12,21,40.974,1,0,0
678,1982,12,22,43.205,1,0,0
678,1982,12,23,37.251,1,0,0
678,1982,12,24,32.354,1,0,0
678,1982,12,25,25.542,1,0,0
678,1982,12,26,18.15,1,0,0
678,1982,12,27,18.148,1,0,0
678,1982,12,28,29.686,1,0,0
678,1982,12,29,32.323,1,0,0
678,1982,12,30,25.241,1,0,0
678,1982,12,31,24.85,1,0,0
678,1983,1,1,21.105,1,0,0
678,1983,1,2,17.788,1,0,0
678,1983,1,3,18.889,1,0,0
