ID;govnr;name;river;area_gov;elev;lon;lat;country;fedstate;region;obsbeg_day;obsbeg_hr;obsend;gaps_pre;gaps_post;area_ratio;nrs_euhyd;nrs_rivat;typimpact;diur_art;diur_glac;degimpact
203;210583;Kainisch;Oedenseetraun;57.4;764;4609940;2724981;AUT;STY;Traun;1981;1976;0;16.393;16.390;0.984;RL35080171;20438644;D;0;0;l
204;205104;Obertraun;Traun;317.4;526;4601056;2723737;AUT;UAT;Traun;1981;1977;0;0.000;0.000;1.037;RL35080306;20438905;D;0;0;l
205;205120;Waldbachstrub;Waldbach;31.3;533;4594457;2721887;AUT;UAT;Traun;1981;1976;0;0.000;0.000;1.340;RL35079810;20439386;-;0;0;u
206;205146;Steeg (Seeausfluss);Traun;615.2;506;4593951;2728858;AUT;UAT;Traun;1981;1977;0;0.000;0.000;1.046;RL35080955;20437412;A,C;0;0;s
207;205153;Bad Ischl (Maxquelle);Traun;720.2;459;4593318;2739635;AUT;UAT;Traun;1981;1977;0;0.000;0.000;1.040;RL35082006;20436049;A,C;0;0;s
208;205179;Strobl (Buerglstein);Ischl;125.4;537;4582796;2740490;AUT;UAT;Traun;1981;1977;0;0.000;0.000;0.992;RL35082072;20434250;C;0;0;m
209;205187;Bad Ischl (Giselabruecke);Ischl;251.8;470;4592167;2740484;AUT;UAT;Traun;1981;1976;0;0.000;0.000;1.000;RL35082086;20434593;A,C;0;0;s
210;206615;Mitterweissenbach;Mitterweissenbach;35.1;465;4595484;2744312;AUT;UAT;Traun;1982;1982;0;0.000;0.000;1.022;RL35082544;20433643;-;0;0;u
211;205203;Ebensee;Traun;1223.4;422;4602953;2750604;AUT;UAT;Traun;1981;1977;0;0.000;0.000;1.025;RL35083465;20432391;C;0;0;m
212;205229;Ebensee (Unterlangbath);Langbathbach;40.0;431;4603426;2751661;AUT;UAT;Traun;1981;1976;0;0.000;0.000;0.961;RL35083518;20431777;G;0;0;m
213;205278;Mondsee (Armaturenwerk);Zeller Ache;37.0;496;4570655;2754662;AUT;UAT;Traun;1981;1976;0;0.000;0.000;1.015;RL35057216;20431076;D;0;0;l
214;203661;Hof bei Salzburg;Fuschler (Griesler) Ache;34.9;660;4564001;2750487;AUT;SBG;Traun;1981;1976;0;0.000;0.000;0.995;RL35056740;20432143;D;0;0;l
215;205294;St. Lorenz;Griesler Ache;109.0;492;4570874;2752091;AUT;UAT;Traun;1981;1977;0;0.000;0.000;1.009;RL35056861;20431417;D;0;0;l
216;206185;See am Mondsee (Au);Seeache;247.4;477;4579733;2749361;AUT;SBG;Traun;1981;1977;0;0.000;0.000;0.996;RL35056699;20431906;C;0;0;m
217;205336;Weissenbach am Attersee;Aeusserer Weissenbach;31.2;473;4586160;2748596;AUT;UAT;Traun;1981;1976;0;0.000;0.000;1.087;RL35083147;20432388;-;0;0;u
218;205369;Raudaschlsaege;Ager;462.9;466;4590481;2766593;AUT;UAT;Traun;1981;1976;0;0.000;0.000;1.010;RL35085371;20428333;C;0;0;m
219;205377;Stauf;Voeckla;99.7;503;4578038;2769635;AUT;UAT;Traun;1981;1977;0;0.000;0.000;0.983;RL35113929;20426528;-;0;0;l
220;205385;Redl;Frankenburger Redl;58.1;470;4582253;2774246;AUT;UAT;Traun;1981;1976;0;0.000;0.000;1.007;RL35114109;20425308;-;0;0;l
221;205393;Timelkam;Voeckla;331.5;442;4589892;2772317;AUT;UAT;Traun;1981;1977;0;0.000;0.000;0.996;RL35121857;20425750;G;0;0;m
222;205401;St. Georgen im Attergau;Duerre Ager;51.4;531;4581317;2764237;AUT;UAT;Traun;1981;1977;0;0.000;0.000;1.064;RL35057462;;-;0;0;l
223;206383;Timelkam (Fussgaengersteg);Duerre Ager;103.5;444;4590338;2771835;AUT;UAT;Traun;1981;1979;0;0.000;0.000;0.979;RL35057884;20428188;L;0;0;m
224;205419;Voecklabruck;Voeckla;447.1;419;4593957;2773008;AUT;UAT;Traun;1981;1976;0;0.000;0.000;0.990;RL35121881;20425872;-;0;0;l
225;205427;Schalchham;Ager;949.9;411;4595931;2771878;AUT;UAT;Traun;1981;1977;0;0.000;0.000;1.005;RL35121829;20426133;C;0;0;m
226;205435;Aurachkirchen;Aurach;81.0;420;4600280;2769409;AUT;UAT;Traun;1981;1976;0;0.000;0.000;0.997;RL35085687;20428956;-;0;0;l
227;205450;Fischerau;Ager;1256.1;348;4606928;2782130;AUT;UAT;Traun;1981;1977;0;0.000;0.000;1.003;RL35122546;20424477;C,G;0;0;m
228;205468;Lambach (Traunbruecke);Traun;2740.9;341;4609739;2782743;AUT;UAT;Traun;1981;1976;0;0.000;0.000;1.011;RL35122582;20423476;C,D;1;0;s
229;205476;Oberschwaig;Schwaiger Bach;45.8;367;4607109;2783024;AUT;UAT;Traun;1981;1977;0;0.000;0.000;0.962;RL35122633;20423342;-;0;0;l
230;206508;Gruenau;Alm;181.9;519;4616585;2756161;AUT;UAT;Traun;1981;1980;0;0.000;0.000;0.936;RL35084373;20430720;D;0;0;l
231;205500;Friedlmuehle;Alm;326.1;442;4618755;2767295;AUT;UAT;Traun;1981;1977;0;0.096;0.092;0.963;RL35085490;20428189;G;0;0;m
232;206292;Au (Mittlere Au);Laudach;72.2;368;4612950;2777155;AUT;UAT;Traun;1981;1979;0;0.000;0.000;0.969;RL35122181;20425187;L;0;0;m
233;205518;Penningersteg;Alm;445.0;358;4613421;2778802;AUT;UAT;Traun;1981;1976;0;0.000;0.000;0.977;RL35122643;20424951;-;0;0;l
234;206409;Wels-Lichtenegg (Summenstation);Traun m.Welser Muehlbach;3387.1;309;4618355;2788875;AUT;UAT;Traun;1981;1951;0;0.000;0.000;1.010;RL35123093;20422061;C;1;0;s
235;205534;Oberschauersberg;Aiterbach;68.3;322;4619240;2788095;AUT;UAT;Traun;1981;1976;0;0.000;0.000;0.996;RL35085722;20422415;-;0;0;l
236;205633;Kirchdorf an der Krems;Krems;40.5;414;4627752;2763536;AUT;UAT;Traun;1981;1976;0;0.000;0.000;0.954;RL35085249;20429089;-;0;0;l
237;205641;Kremsmuenster (Ort);Krems;147.2;339;4629047;2779505;AUT;UAT;Traun;1981;1976;0;0.000;0.000;0.985;RL35122506;20425635;G;0;0;m
238;206813;Unterrohr;Sulzbach;74.8;318;4633782;2782187;AUT;UAT;Traun;1990;1990;0;0.000;0.000;1.001;RL35122539;20424478;-;0;0;l
239;205658;Kremsdorf;Krems;365.3;270;4638099;2796522;AUT;UAT;Traun;1981;1976;0;0.000;0.000;0.994;RL35123535;20421061;-;0;0;l
240;205690;St. Florian bei Linz;Ipfbach;86.0;258;4646528;2797457;AUT;UAT;Danube between Traun and Enns;1981;1977;0;0.000;0.000;0.995;RL35123864;20420241;G;0;0;m
241;206573;Engerwitzdorf;Grosse Gusen;106.7;313;4650261;2813249;AUT;UAT;Danube between Traun and Enns;1981;1981;0;0.000;0.000;1.000;RL35124821;20416144;-;0;0;l
242;206854;Unterweitersdorf;Kleine Gusen;76.6;327;4651876;2816067;AUT;UAT;Danube between Traun and Enns;1993;1993;0;0.000;0.000;0.992;RL35125011;20415690;-;0;0;l
243;206375;St. Georgen an der Gusen (Bad);Gusen;257.7;247;4650971;2806037;AUT;UAT;Danube between Traun and Enns;1981;1979;0;0.000;0.000;0.994;RL35124306;20418811;-;0;0;l
244;203711;Altenmarkt im Pongau;Enns;134.5;837;4579992;2702343;AUT;SBG;Enns;1981;1976;0;0.077;0.074;0.998;RL35051565;20444244;E;0;0;m
245;203737;Loebenau;Taurach;86.5;836;4584083;2701278;AUT;SBG;Enns;1981;1977;0;0.000;0.000;1.008;RL35077366;20446589;-;0;0;l
246;203919;Forstau;Forstaubach;57.2;882;4589554;2702589;AUT;SBG;Enns;1989;1989;0;0.000;0.000;1.024;RL35077352;20444247;-;0;0;l
247;210625;Tetter;Unterthaler Bach;65.2;1019;4601569;2700482;AUT;STY;Enns;1981;1976;0;0.000;0.000;0.967;RL35077049;20445248;D;0;0;l
248;210641;Schladming;Enns;648.8;725;4600171;2705165;AUT;STY;Enns;1981;1976;0;0.000;0.000;1.005;RL35077686;20443752;G;1;0;s
249;210740;Trautenfels;Enns;1519.0;640;4628805;2719716;AUT;STY;Enns;2002;2002;0;0.014;0.000;0.987;RL35079493;20441191;A,G,I;1;0;s
250;210732;Irdning;Donnersbach (Irdningbach);194.3;644;4629486;2718540;AUT;STY;Enns;1981;1976;0;0.000;0.000;0.984;RL35079490;20441631;E,G;0;0;s
251;210773;Aigen im Ennstal-Ketten;Gulling;155.9;644;4633416;2721187;AUT;STY;Enns;1981;1976;0;0.000;0.000;1.016;RL35079905;20440952;G;0;0;m
252;210799;Liezen (Roethelbruecke);Enns;2132.0;627;4641025;2724547;AUT;STY;Enns;1981;1976;0;0.000;0.000;0.995;RL35080308;20439148;A,G;1;0;s
253;210815;Selzthal;Paltenbach;368.7;633;4645115;2724342;AUT;STY;Enns;1981;1976;0;0.000;0.000;0.997;RL35080136;20439608;-;0;0;l
254;210823;Admont (Enns);Enns;2651.0;617;4656660;2728741;AUT;STY;Enns;1985;1985;0;0.000;0.000;0.996;RL35080640;20438430;A,G;1;0;s
255;210856;Hieflau;Erzbach;245.3;486;4677870;2732593;AUT;STY;Enns;1981;1976;0;0.000;0.000;1.025;RL35081215;20438142;D;0;0;l
256;210864;Gusswerk;Salza;280.0;736;4718685;2750661;AUT;STY;Enns;1981;1976;0;0.000;0.000;1.005;RL35083390;20434136;G;0;0;m
257;210880;Weichselboden;Radmerbach (Buchbach);54.1;669;4709181;2742680;AUT;STY;Enns;1981;1976;0;14.522;14.519;1.006;RL35082353;20435679;G;0;0;m
258;210898;Wildalpen;Salza;592.3;583;4695183;2740528;AUT;STY;Enns;1981;1976;0;0.000;0.000;1.002;RL35082181;20435943;C,E,M;0;0;m
259;206763;Platzl;Laussabach;93.5;421;4669033;2745822;AUT;STY;Enns;1986;1986;0;0.000;0.000;1.000;RL35082697;20434852;-;0;0;u
260;205732;Weyer Markt;Gaflenzbach;87.3;384;4669185;2759839;AUT;UAT;Enns;1981;1978;0;0.000;0.000;1.000;RL35084733;20430467;-;0;0;l
261;206540;Pechgraben;Pechgraben;24.6;421;4659706;2765519;AUT;UAT;Enns;1981;1980;0;0.000;0.000;1.005;RL35085439;20428827;-;0;0;l
262;205740;Reichraming;Reichramingbach;168.6;348;4654134;2762569;AUT;UAT;Enns;1981;1976;0;0.000;0.000;1.002;RL35085088;20430341;-;0;0;l
263;205757;Jaegerberg;Enns;4996.1;286;4650351;2777833;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.001;RL35122331;20425409;A;1;0;s
264;205765;Dietlgut;Steyr;25.2;643;4629547;2736887;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.003;RL35081657;20436808;-;0;0;u
265;205773;Polsterlucke;Krumme Steyr;15.6;614;4629789;2739544;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.117;RL35082019;20435210;-;0;0;u
266;205781;Hinterstoder;Steyr;81.8;599;4631791;2739767;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.023;RL35082020;20435211;-;0;0;l
267;205799;Kniewas;Steyr;184.9;469;4633509;2748118;AUT;UAT;Enns;1981;1976;0;0.000;0.000;1.009;RL35083176;20433266;-;0;0;l
268;205807;Spital am Pyhrn;Teichl;40.2;626;4646466;2737863;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.032;RL35082105;20435940;-;0;0;l
269;205815;Windischgarsten;Dambach;67.0;603;4645959;2743759;AUT;UAT;Enns;1981;1977;0;0.009;0.000;1.021;RL35082435;20434393;-;0;0;l
270;205823;Teichlbruecke;Teichl;148.6;571;4643176;2744113;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.000;RL35082691;20434256;-;0;0;l
271;206482;Rossleithen;Piessling;9.5;677;4641790;2741065;AUT;UAT;Enns;1981;1980;0;0.000;0.000;0.985;RL35082149;20435324;G,M;0;0;m
272;206821;Rossleithen (Klammstein);Hinterer Rettenbach;15.4;594;4643933;2747063;AUT;UAT;Enns;1991;1991;0;0.000;0.000;1.014;RL35082903;20433648;-;0;0;l
273;205831;St. Pankraz;Teichl;232.8;485;4636495;2748106;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.002;RL35083104;20433646;G;0;0;m
274;206524;Spering;Vorderer Rettenbach;15.0;514;4635507;2749920;AUT;UAT;Enns;1981;1980;0;0.000;0.000;1.005;RL35083359;20432656;-;0;0;u
275;205856;Steyrling;Steyrling;72.4;497;4630898;2752156;AUT;UAT;Enns;1981;1976;0;0.000;0.000;0.993;RL35083575;20431909;L;0;0;m
276;205864;Klaus an der Pyhrnbahn;Steyr;542.4;420;4632412;2755062;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.000;RL35084336;20431421;A;1;0;s
277;205872;Dandelmuehle;Paltenbach;43.0;399;4635631;2759257;AUT;UAT;Enns;1981;1978;0;0.000;0.000;1.016;RL35084644;20431667;-;0;0;l
278;205898;Molln;Krumme Steyrling;129.4;404;4641009;2762575;AUT;UAT;Enns;1981;1976;0;0.000;0.000;1.012;RL35085047;20429445;G;0;0;m
279;205583;Leonstein;Schmiedleitnerbach;20.9;423;4635906;2764936;AUT;UAT;Enns;1986;1986;0;0.000;0.000;1.005;RL35085240;20428823;-;0;0;u
280;205914;Pergern;Steyr;898.1;302;4645666;2780351;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.004;RL35122386;20424834;A;1;0;s
281;205922;Steyr (Ortskai);Enns;5915.4;281;4650897;2779871;AUT;UAT;Enns;1981;1977;0;0.000;0.000;1.002;RL35122351;20424729;A;1;0;s
282;206599;Steyr (Zollamt);Ramingbach;71.1;290;4652483;2780122;AUT;UAT;Enns;1981;1981;0;0.000;0.000;1.002;RL35122396;20426011;-;0;0;l
283;205948;Freistadt (Hafnerzeile);Feldaist;63.9;538;4653885;2831196;AUT;UAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.008;RL35126012;20412025;-;0;0;l
284;206581;Kefermarkt;Feldaist;189.2;462;4656343;2824737;AUT;UAT;Danube between Enns and Morava;1981;1981;0;0.000;0.000;0.979;RL35125646;20413473;-;0;0;l
285;206680;Weitersfelden;Wald-(Schwarze) Aist;101.7;677;4670020;2828754;AUT;UAT;Danube between Enns and Morava;1984;1984;0;0.000;0.000;0.998;RL35125955;20412381;-;0;0;l
286;205971;Pfahnlmuehle;Waldaist;266.1;322;4659705;2813193;AUT;UAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.005;RL35124803;20416246;-;0;0;l
287;205989;Schwertberg (Kaolinwerk);Aist;604.7;253;4660650;2807907;AUT;UAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.996;RL35124625;20418560;-;0;0;l
288;209247;St. Pantaleon (Sued);Erlabach;91.8;242;4659938;2798628;AUT;LAT;Danube between Enns and Morava;1981;1978;0;0.000;0.000;1.041;RL35123700;20422530;E;0;0;m
289;205997;Koenigswiesen (Ort);Grosse Naarn;80.4;563;4679206;2821768;AUT;UAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.982;RL35125386;20414741;G;0;0;m
290;206003;Unterweissenbach;Kleine Naarn;36.9;612;4674610;2825168;AUT;UAT;Danube between Enns and Morava;1981;1977;0;0.160;0.157;1.015;RL35125564;20416024;-;0;0;l
291;206029;Haid;Naarn;303.1;234;4668948;2799379;AUT;UAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.998;RL35123770;20420379;I;0;0;m
292;206037;Sturmmuehle;Klambach;87.6;232;4675964;2800279;AUT;UAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.004;RL35123738;20420704;-;0;0;l
293;207613;Isperdorf;Isper;164.7;233;4692709;2800309;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.003;RL35123928;20420382;G;0;0;m
294;209551;Lunz am See (Seestrasse);Ois;117.9;592;4697352;2762463;AUT;LAT;Danube between Enns and Morava;1984;1984;0;0.000;0.000;1.002;RL35085055;20430236;-;0;0;l
295;214445;Lunz am See (Wassercluster-Summe);Lunzer See;24.7;606;4698248;2761575;AUT;LAT;Danube between Enns and Morava;2009;2009;0;0.025;0.000;1.005;RL35084968;20431558;D;0;0;l
296;214254;Goestling (Weidenauer Bruecke);Ybbs;315.1;518;4690065;2756628;AUT;LAT;Danube between Enns and Morava;2008;2008;0;0.000;0.000;1.011;RL35084589;20431913;-;0;0;l
297;207654;Opponitz (Mirenau);Ybbs;506.9;391;4682182;2764859;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.000;RL35085241;20429452;-;0;0;l
298;209130;Ybbsitz (Obergurhof);Kleine Ybbs;98.5;399;4685479;2771101;AUT;LAT;Danube between Enns and Morava;2005;2005;0;0.000;0.000;0.998;RL35121791;20427797;-;0;0;l
299;207696;Krenstetten;Urlbach;155.8;304;4671400;2782741;AUT;LAT;Danube between Enns and Morava;1981;1978;0;0.000;0.000;1.005;RL35122604;20424481;-;0;0;l
300;207688;Greimpersdorf;Ybbs;1116.6;262;4685154;2789595;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.000;RL35123067;20423127;-;0;0;l
301;207704;Mitterbach (Bruecke);Grosse Erlauf;29.7;786;4717495;2758688;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.921;RL35084663;20432269;C;0;0;m
302;207712;Wienerbruck;Oetscherbach;36.1;622;4716090;2762540;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.992;RL35085023;20430841;-;0;0;u
303;207720;Reith;Grosser Lassingbach;23.2;794;4718354;2764314;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.989;RL35085288;20430346;-;0;0;l
304;207738;Kienberg (Neuhaus);Grosse Erlauf;203.3;381;4703808;2771016;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.997;RL35121804;20428605;A;0;0;s
305;207746;Gaming;Gamingbach;51.5;396;4702250;2771744;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.997;RL35121817;20427800;-;0;0;l
306;207787;Neubruck;Jessnitz;32.2;353;4708140;2776052;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.006;RL35122109;20427006;-;0;0;l
307;209882;Scheibbs (Kardinal Koenig Bruecke);Grosse Erlauf;330.2;325;4706346;2778915;AUT;LAT;Danube between Enns and Morava;2007;2007;0;7.905;7.894;0.982;RL35122450;20426012;A;0;0;m
308;209403;Schliefau;Schliefaubach;17.7;386;4690201;2778768;AUT;LAT;Danube between Enns and Morava;1981;1981;0;0.000;0.000;1.014;RL35122285;20425755;-;0;0;l
309;209817;Wang;Kleine Erlauf;127.6;313;4695431;2783288;AUT;LAT;Danube between Enns and Morava;2007;2007;0;0.000;0.000;0.987;RL35122700;20424836;-;0;0;u
310;207795;Wieselburg (Messegelaende);Kleine Erlauf;167.5;248;4702987;2792621;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.005;RL35123270;20422914;-;0;0;l
311;207803;Niederndorf;Erlauf;604.9;225;4705683;2797500;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.990;RL35123658;20421291;A;0;0;m
312;209387;Laimbach;Laimbach;10.6;515;4700993;2813505;AUT;LAT;Danube between Enns and Morava;1981;1981;0;0.000;0.000;1.059;RL35124785;20417272;-;0;0;l
313;207811;Weitenegg;Weitenbach;216.9;234;4713340;2805998;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.995;RL35124418;20419484;-;0;0;l
314;207134;Melk (Strom-km 2035,98);Donau;94813.3;200;4716654;2805429;AUT;LAT;Danube between Enns and Morava;1981;1997;0;0.196;0.190;0.999;RL35124213;20419485;A;1;0;s
315;209197;Lachau;Melk;95.2;251;4712955;2790777;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.001;RL35123407;20423233;-;0;0;l
316;207829;Hoersdorf;Mank;37.6;280;4717811;2792547;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.988;RL35123268;20424485;-;0;0;l
317;207837;Matzleinsdorf;Melk;284.6;212;4713101;2801782;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.005;RL35124127;20421656;-;0;0;l
318;207845;Schwarzenbach/Pielach (Guttenhof);Pielach;42.2;472;4722241;2775167;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.002;RL35122104;20427512;-;0;0;l
319;214312;Loich;Pielach;144.5;394;4723135;2781396;AUT;LAT;Danube between Enns and Morava;2012;2012;0;0.000;0.000;1.001;RL35122474;20426014;-;0;0;l
320;207852;Hofstetten (Bad);Pielach;289.5;311;4731393;2791158;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.000;RL35123597;20423345;-;0;0;l
321;207860;Grosssierning;Sierningbach;87.7;237;4726754;2801401;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.049;RL35123970;20422182;-;0;0;l
322;209502;Elsarn;Spitzer Bach;48.6;313;4717903;2820042;AUT;LAT;Danube between Enns and Morava;1982;1982;0;0.000;0.000;0.997;RL35125278;20415692;-;0;0;l
323;207357;Kienstock;Donau;95970.0;194;4725376;2822619;AUT;LAT;Danube between Enns and Morava;1981;1997;0;0.000;0.000;0.999;RL35125456;20415491;A;1;0;s
324;214304;Furth (Feuerwehrhaus);Fladnitz;162.4;209;4736549;2822450;AUT;LAT;Danube between Enns and Morava;2010;2010;0;0.000;0.000;1.006;RL35125574;20415354;-;0;0;l
325;209361;Tuernitz Markt;Tuernitztraisen;103.0;459;4730822;2772362;AUT;LAT;Danube between Enns and Morava;1981;1981;0;0.000;0.000;0.999;RL35121866;20428198;-;0;0;l
326;209536;St. Aegyd am Neuwalde (Eisenwerk);Unrechttraisen;53.9;563;4738131;2765150;AUT;LAT;Danube between Enns and Morava;1983;1983;0;0.000;0.000;0.957;RL35085250;20430470;-;0;0;l
327;208868;Hohenberg (Sued);Unrechttraisen;104.0;485;4740993;2770313;AUT;LAT;Danube between Enns and Morava;2005;2005;0;0.000;0.000;0.996;RL35121748;20429092;-;0;0;l
328;207894;Lilienfeld-Marktl;Traisen;345.2;357;4738773;2783928;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.994;RL35122853;20425415;-;0;0;l
329;208793;Ramsau (Zentrum);Ramsaubach;40.1;468;4754100;2782491;AUT;LAT;Danube between Enns and Morava;2005;2005;0;0.000;0.000;1.028;RL35122567;20426395;-;0;0;l
330;209445;Haxenmuehle;Halbach;91.8;396;4747637;2785664;AUT;LAT;Danube between Enns and Morava;1981;1981;0;0.000;0.000;0.990;RL35122791;20426658;-;0;0;l
331;207902;St. Veit an der Goelsen;Goelsen;211.1;372;4745145;2786534;AUT;LAT;Danube between Enns and Morava;1981;1978;0;0.000;0.000;1.025;RL35122861;20424733;-;0;0;l
332;207910;Windpassing;Traisen;733.3;294;4740454;2797332;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.995;RL35123648;20423019;-;0;0;l
333;208777;Herzogenburg (Strassenbruecke);Traisen;823.7;220;4743974;2812964;AUT;LAT;Danube between Enns and Morava;2006;2006;0;0.000;0.000;1.005;RL35125299;20418312;E;0;0;s
334;207951;Neustift;Kamp;76.7;687;4693029;2834324;AUT;LAT;Danube between Enns and Morava;1981;1981;0;0.000;0.000;1.014;RL35126228;20411558;-;0;0;l
335;207936;Zwettl (Sportplatz);Zwettl;269.1;515;4701332;2846018;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.999;RL35126655;20408838;-;0;0;l
336;207944;Zwettl (Bahnbruecke);Kamp;621.8;507;4702143;2846364;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.001;RL35126687;20408727;-;0;0;l
337;207969;Kaltenbrunn;Purzelkamp;33.5;722;4704901;2834079;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.979;RL35126162;;-;0;0;l
338;207977;Rastenberg;Purzelkamp;94.5;517;4713605;2841414;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.004;RL35126482;20412026;-;0;0;l
339;207985;Rosenburg (EVN);Kamp;1150.2;262;4734526;2850876;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.001;RL35126926;20408294;A;1;0;s
340;209338;Frauenhofen;Taffa;140.0;305;4735656;2856205;AUT;LAT;Danube between Enns and Morava;1981;1980;0;0.000;0.000;1.001;RL35127111;20406994;-;0;0;l
341;208520;Rosenburg;Taffa;221.5;263;4737988;2851532;AUT;LAT;Danube between Enns and Morava;2004;2004;0;0.000;0.000;0.999;RL35127043;20407809;-;0;0;l
342;207993;Stiefern;Kamp;1493.3;217;4740887;2840811;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.001;RL35126441;20410317;A;1;0;s
343;207878;Imbach;Krems;305.9;231;4732547;2830189;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.000;RL35125893;20414394;-;0;0;l
344;209486;Boeheimkirchen;Perschling;55.3;231;4748886;2803543;AUT;LAT;Danube between Enns and Morava;1982;1982;0;0.000;0.000;0.975;RL35124189;20422793;-;0;0;l
345;208009;Atzenbrugg (Bundesstrassenbruecke);Perschling;268.3;185;4759216;2814876;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.986;RL35124923;20419042;-;0;0;l
346;208017;Siegersdorf;Grosse Tulln;202.3;196;4761628;2811261;AUT;LAT;Danube between Enns and Morava;1981;1976;0;2.377;2.315;0.997;RL35124860;20418924;-;0;0;l
347;209569;Sieghartskirchen (Steg);Kleine Tulln;68.5;190;4767129;2811903;AUT;LAT;Danube between Enns and Morava;1985;1985;0;0.000;0.000;0.994;RL35124818;20418695;-;0;0;l
348;209411;Unterkirchbach;Hagenbach;5.7;300;4780357;2817131;AUT;LAT;Danube between Enns and Morava;1981;1981;0;0.000;0.000;0.976;RL35125414;;-;0;0;l
349;208041;Hollenstein;Schmida;212.0;226;4758259;2844420;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.004;RL35126632;20410093;B;0;0;m
350;208058;Obermallebarn;Goellersbach;379.9;189;4775953;2835807;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;0.999;RL35126167;20412733;-;0;0;l
351;207241;Korneuburg;Donau;101536.6;160;4790241;2821690;AUT;LAT;Danube between Enns and Morava;1996;1997;0;0.000;0.000;0.999;RL35125412;20416871;A,G;0;0;m
352;209460;Klosterneuburg (Praegarten);Weidlingbach;33.2;168;4790268;2818262;AUT;LAT;Danube between Enns and Morava;1982;1982;0;41.267;40.989;0.991;RL35125098;20418180;-;0;0;l
353;207209;Wien (Brigittenau);Donaukanal;0.0;154;4793729;2813705;AUT;VIE;Danube between Enns and Morava;1997;1997;0;0.000;0.000;;;;H;0;0;x
354;209627;Purkersdorf;Gablitzbach;23.0;245;4779454;2807925;AUT;LAT;Danube between Enns and Morava;1991;1991;0;0.000;0.000;0.994;RL35124614;20419988;-;0;0;l
355;208082;Kennedybruecke;Wien;199.4;183;4789540;2806056;AUT;VIE;Danube between Enns and Morava;1981;1976;0;0.006;0.000;1.006;RL35124500;20420490;A,B,E;0;0;s
356;209478;Klausenleopoldsdorf;Schwechat;56.3;370;4768874;2793156;AUT;LAT;Danube between Enns and Morava;1982;1982;0;0.000;0.000;1.007;RL35123295;20424111;-;0;0;l
357;208090;Cholerakapelle;Schwechat;181.0;255;4781048;2785909;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.997;RL35122910;20425877;-;0;0;l
