ID;govnr;name;river;area_gov;elev;lon;lat;country;fedstate;region;obsbeg_day;obsbeg_hr;obsend;gaps_pre;gaps_post;area_ratio;nrs_euhyd;nrs_rivat;typimpact;diur_art;diur_glac;degimpact
358;209718;Traiskirchen;Schwechat;265.7;192;4791199;2787100;AUT;LAT;Danube between Enns and Morava;2001;2001;0;0.000;0.000;1.158;RL35122875;20425878;E;0;0;s
359;208116;Fahrafeld;Triesting;186.0;338;4773609;2781456;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.003;RL35122505;20426791;-;0;0;l
360;208124;Hirtenberg;Triesting;287.3;279;4782157;2776625;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.008;RL35122217;20428201;-;0;0;l
361;208108;Moedling;Moedling;59.0;222;4788451;2794278;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.002;RL35123387;20424357;-;0;0;l
362;209783;Baden (Schlossgasse);Muehlbach;0.0;236;4784377;2785436;AUT;LAT;Danube between Enns and Morava;2000;2000;0;0.000;0.000;;;;H;0;0;x
363;209346;Hennersdorf;Petersbach;20.0;181;4794399;2798436;AUT;LAT;Danube between Enns and Morava;1982;1982;0;6.132;6.128;0.942;RL35123728;;-;0;0;l
364;208157;Schwechat (Hallenbad);Schwechat;1028.9;155;4802286;2801832;AUT;LAT;Danube between Enns and Morava;1981;1977;0;0.000;0.000;1.089;RL35123990;20422183;I;0;0;s
365;208199;Schwechat (Rathauspark);Kalter Gang;112.8;158;4802474;2801943;AUT;LAT;Danube between Enns and Morava;2002;2002;0;0.000;0.000;;;;M;0;0;x
366;208272;Gutenstein (Kirche);Piesting;50.3;478;4761071;2768857;AUT;LAT;Danube between Enns and Morava;1981;1979;0;0.000;0.000;0.993;RL35121643;20430093;-;0;0;l
367;208140;Oed (Bruecke);Piesting;226.0;388;4771158;2770027;AUT;LAT;Danube between Enns and Morava;2003;2003;0;0.000;0.000;1.015;RL35121689;20429987;E;0;0;s
368;208280;Woellersdorf (Hydro);Piesting;284.1;307;4783014;2769438;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;0.994;RL35121755;20430094;E;1;0;s
369;208298;Woellersdorf (Ausleitung);Tiroler Bach;0.0;309;4783009;2769375;AUT;LAT;Danube between Enns and Morava;1981;1980;0;0.000;0.000;;;;H;0;0;x
370;208306;Tattendorf;Piesting;315.0;221;4793822;2778009;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.044;RL35122370;20428965;E;1;0;s
371;208439;Fischamend (Rohrbruecke);Fischa;534.9;152;4812991;2798660;AUT;LAT;Danube between Enns and Morava;1981;1976;0;0.000;0.000;1.022;RL35123721;20423482;E;1;0;s
372;207373;Wildungsmauer;Donau;103992.7;139;4827166;2801314;AUT;LAT;Danube between Enns and Morava;1996;1997;0;0.000;0.000;0.999;RL35123908;20422535;A;0;0;m
373;207274;Hainburg an der Donau;Donau;104727.1;135;4836718;2805953;AUT;LAT;Danube between Enns and Morava;1981;1997;0;0.000;0.000;0.993;RL35124338;20421930;A;0;0;m
374;208769;Wolkersdorf (Rueckhaltebecken);Russbach;136.8;171;4802176;2829963;AUT;LAT;Danube between Enns and Morava;2005;2005;0;0.000;0.000;0.987;RL35126022;20414629;B;0;0;m
375;208454;Leopoldsdorf im Marchfelde;Russbach;437.5;145;4819588;2813049;AUT;LAT;Danube between Enns and Morava;1981;1977;0;29.901;29.898;1.100;RL35124952;20419386;E,I;0;0;s
376;209262;Engelhartstetten;Russbach;497.8;138;4833115;2809979;AUT;LAT;Danube between Enns and Morava;1981;1979;0;48.625;48.622;1.086;RL35124569;20420604;E,I;0;0;s
377;206557;Leopoldschlag;Maltsch;95.3;619;4652999;2843894;AUT;UAT;Vltava;1981;1980;0;0.000;0.000;0.988;RL27004434;20408623;-;0;0;l
378;208462;Ehrendorf;Lainsitz;267.6;482;4685301;2861515;AUT;LAT;Vltava;1981;1976;0;0.000;0.000;1.011;RL27004633;20404782;-;0;0;l
379;214296;Altmanns (Bruecke);Braunaubach;59.1;536;4693830;2875309;AUT;LAT;Vltava;2010;2010;0;0.000;0.000;0.970;RL27004965;20402574;K;0;0;m
380;208892;Heidenreichstein (Kleinpertholz);Romaubach;51.8;541;4695813;2873941;AUT;LAT;Vltava;2008;2008;0;2.509;2.497;1.004;RL27004867;20402575;K;0;0;m
381;208579;Hoheneich;Braunaubach;291.5;479;4688882;2863385;AUT;LAT;Vltava;1981;1976;0;0.000;0.000;0.993;RL27004631;20404244;K;0;0;m
382;214338;Gopprechts (Bruecke);Reissbach;102.5;498;4689954;2877062;AUT;LAT;Vltava;2011;2011;0;0.000;0.000;1.062;RL27005011;20401282;K;0;0;m
383;208611;Schwarzenau (Sued);Deutsche Thaya;175.5;491;4707479;2861340;AUT;LAT;Morava;1981;1976;0;0.000;0.000;0.991;RL35127321;20405298;-;0;0;l
384;209734;Peigarten;Taxenbach;154.7;458;4707679;2877866;AUT;LAT;Morava;1997;1997;0;0.011;0.000;1.011;RL35128181;20401468;A,K;0;0;m
385;209742;Merkengersch;Deutsche Thaya;586.8;451;4709833;2878554;AUT;LAT;Morava;1995;1995;0;0.000;0.000;1.000;RL35128377;20401469;A,K;0;0;m
386;209601;Alberndorf;Maehrische Thaya;621.5;409;4722106;2877554;AUT;LAT;Morava;1988;1988;0;0.000;0.000;1.003;RL35128464;20402088;A,K;0;0;m
387;208629;Raabs an der Thaya;Thaya;1405.8;395;4724333;2874166;AUT;LAT;Morava;1981;1977;0;0.000;0.000;1.000;RL35128009;20402576;A,K;0;0;m
388;209759;Aigen;Seebsbach;114.1;435;4723996;2870596;AUT;LAT;Morava;1999;1999;0;0.000;0.000;0.997;RL35127950;20403323;-;0;0;l
389;209171;Hardegg;Thaya;2382.3;281;4751118;2877036;AUT;LAT;Morava;1981;1977;0;0.009;0.000;1.002;RL35128182;20402210;A;1;0;s
390;209510;Pulkau;Pulkau;87.6;262;4751348;2860766;AUT;LAT;Morava;1984;1984;0;0.000;0.000;0.997;RL35127320;20406152;-;0;0;l
391;209155;Haugsdorf;Pulkau;277.0;198;4766517;2862355;AUT;LAT;Morava;2008;2008;0;0.000;0.000;1.007;RL35127389;20406157;-;0;0;l
392;208652;Blaustauden;Thaya-Muehlbach;139.9;184;4786892;2866428;AUT;LAT;Morava;1998;1998;0;0.000;0.000;1.082;RL35127753;20405299;A;0;0;s
393;207290;Bernhardsthal (Staatsgrenzpunkt IX);Thaya;12623.0;153;4827243;2868429;AUT;LAT;Morava;1999;1999;0;0.000;0.000;1.000;RL35127744;20406046;A,K;1;0;s
394;207308;Hohenau a. d. March (Fluss-km 66,92);March;24137.8;147;4831665;2855987;AUT;LAT;Morava;1986;1997;0;0.000;0.000;1.002;RL35127171;20408967;A,K;1;0;s
395;209452;Asparn an der Zaya;Zaya;80.6;213;4799469;2851779;AUT;LAT;Morava;1982;1982;0;0.000;0.000;1.001;RL35126982;20409964;-;0;0;l
396;209189;Niederabsdorf;Zaya;515.6;151;4827070;2852654;AUT;LAT;Morava;1981;1977;0;0.000;0.000;1.039;RL35127116;20409574;E;0;0;m
397;207324;Angern an der March;March;25623.8;140;4826578;2831163;AUT;LAT;Morava;1981;1997;0;0.000;0.000;1.000;RL35125921;20415697;A;1;0;s
398;208678;Bad Pirawarth;Weidenbach;71.0;167;4809811;2835072;AUT;LAT;Morava;1981;1977;0;0.000;0.000;1.015;RL35126207;20415591;-;0;0;l
399;207407;Thebnerstrassl;Donau;131384.0;133;4839845;2808214;AUT;LAT;Danube between Morava and Leitha;1999;1999;0;0.000;0.000;0.999;RL35124443;20421931;A;0;0;m
400;210435;Deutsch-Jahrndorf (Neuriessaecker);Wiesgraben;0.0;129;4851500;2789366;AUT;BLD;Danube between Morava and Leitha;1991;1991;0;0.000;0.000;;;;H;0;0;x
401;208686;Schwarzau im Gebirge (Bundesstrasse);Schwarza;128.4;602;4748159;2760639;AUT;LAT;Leitha;1981;1977;0;0.000;0.000;1.001;RL35084862;20432270;-;0;0;l
402;208694;Singerin;Nassbach;80.0;577;4749964;2756331;AUT;LAT;Leitha;1981;1976;0;0.000;0.000;0.999;RL35084323;20432888;-;0;0;l
403;208702;Singerin (Hoellental);Schwarza;252.3;569;4750614;2756380;AUT;LAT;Leitha;1981;1977;0;0.000;0.000;0.998;RL35084326;20433140;-;0;0;l
404;208710;Gloggnitz (Adlerbruecke);Schwarza;472.2;435;4766604;2747143;AUT;LAT;Leitha;1981;1977;0;0.000;0.000;0.997;RL35082917;20435563;E;0;0;m
405;208736;Stixenstein (Schloss);Sierning;89.7;460;4769137;2754841;AUT;LAT;Leitha;1981;1976;0;0.000;0.000;1.022;RL35083987;20433907;E;0;0;m
406;208744;Ternitz (Strassenbruecke);Sierning;114.1;389;4773513;2751940;AUT;LAT;Leitha;1981;1976;2018;0.000;0.000;1.004;RL35083764;20434599;E;0;0;m
407;208785;Loipersbach;Schwarza;716.6;344;4780014;2753090;AUT;LAT;Leitha;1981;1978;0;63.126;63.123;1.000;RL35084249;20434263;E,L;0;0;s
408;208819;Aspang-Hoell;Grosser Pestingbach;96.5;440;4779664;2737683;AUT;LAT;Leitha;1981;1977;0;0.000;0.000;0.999;RL35081752;20439285;-;0;0;l
409;214353;Feistritz am Wechsel (Summenstation);Feistritz;114.4;448;4778399;2738453;AUT;LAT;Leitha;1981;1977;0;0.018;0.000;1.013;RL35081866;20438147;-;0;0;l
410;214395;Petersbaumgarten;Pitten;271.1;385;4781326;2743784;AUT;LAT;Leitha;2013;2013;0;78.085;78.062;1.001;RL35082688;20437672;-;0;0;l
411;209544;Scheiblingkirchen;Schlattenbach;69.5;370;4781642;2746537;AUT;LAT;Leitha;1985;1985;0;0.000;0.000;1.010;RL35082871;20437045;-;0;0;l
412;208843;Bad Erlach;Pitten;412.9;307;4786757;2754343;AUT;LAT;Leitha;1981;1979;0;0.006;0.000;0.998;RL35084034;20435817;-;0;0;l
413;208884;Wiener Neustadt (Strassenbruecke);Leitha;1220.6;264;4790553;2763162;AUT;LAT;Leitha;1981;1980;0;40.705;40.702;1.009;RL35085200;;B,E,L;0;0;s
414;209288;Zillingdorf;Leitha;1242.2;238;4793881;2769487;AUT;LAT;Leitha;1981;1979;0;0.000;0.000;1.009;RL35085691;20433782;B,E,L;0;0;s
415;208918;Wiener Neustadt (Reitweg);Warme Fischa;92.5;263;4786477;2764762;AUT;LAT;Leitha;1981;1978;0;0.000;0.000;1.002;RL35085238;20431430;I;0;0;m
416;208926;Wiener Neustadt (Ostende);Warme Fischa;196.5;256;4789014;2765430;AUT;LAT;Leitha;1981;1980;0;0.000;0.000;0.995;RL35085338;20431431;-;0;0;l
417;208934;Peisching (Bruecke);Kehrbach;0.0;356;4778917;2753210;AUT;LAT;Leitha;1981;1978;0;0.000;0.000;;;;H;0;0;x
418;208942;Peisching;Muehlbach;0.0;356;4778885;2753216;AUT;LAT;Leitha;1981;1980;0;6.493;6.490;;;;H;0;0;x
419;208967;Katzelsdorf (EVN);Katzelsdorfer Werkskanal;0.0;270;4790166;2762127;AUT;LAT;Leitha;1981;1981;0;0.000;0.000;;;;H;0;0;x
420;208975;Wiener Neustadt (Flussbauhof);Wiener Neustaedter Kanal;0.0;261;4789265;2764414;AUT;LAT;Leitha;1981;1981;0;27.459;27.456;;;;H;0;0;x
421;208983;Wiener Neustadt (J. Straussg.);Kehrbach;0.0;255;4789304;2764887;AUT;LAT;Leitha;1981;1980;0;0.000;0.000;;;;H;0;0;x
422;214031;Deutsch Brodersdorf (Messseilbahn);Leitha;1598.9;193;4804406;2779508;AUT;LAT;Leitha;1981;1976;0;0.000;0.000;0.993;RL35122492;20430351;B,E;0;0;s
423;209007;Deutsch Haslau;Leitha;1982.0;139;4838008;2794784;AUT;LAT;Leitha;1981;1980;0;0.000;0.000;0.994;RL35123587;20425316;B,E;0;0;s
424;210443;Gattendorf (Schleuse);Kleine Leitha;0.0;136;4841821;2791776;AUT;BLD;Leitha;1990;1990;0;0.000;0.000;;;;H;0;0;x
425;210450;Deutsch-Jahrndorf (Albrechtmuehle);Kleine Leitha;0.0;131;4847954;2790878;AUT;BLD;Leitha;1990;1990;0;0.395;0.391;;;;H;0;0;x
426;210013;Nickelsdorf (Klaeranlage);Leitha;2131.3;127;4850093;2784529;AUT;BLD;Leitha;1984;1984;0;0.000;0.000;0.994;RL35122882;20427672;B,E;0;0;s
427;210021;Nickelsdorf (Poetschring);Komitatskanal;0.0;127;4850308;2785221;AUT;BLD;Leitha;1984;1984;0;0.000;0.000;;;;H;0;0;x
428;210039;Piringsdorf (Pfarrbruecke);Rabnitz;117.7;298;4804698;2724963;AUT;BLD;Rabnitz;1981;1976;0;0.086;0.083;1.008;RL35081420;20442227;-;0;0;l
429;210054;Mannersdorf a. d. Rabnitz (Hansaecker);Rabnitz;224.3;231;4813377;2723845;AUT;BLD;Rabnitz;1981;1976;0;0.000;0.000;1.017;RL35080230;20442986;-;0;0;l
430;210062;Oberpullendorf  (Fussgeherbruecke);Stoob;149.0;237;4811123;2731032;AUT;BLD;Rabnitz;1981;1976;0;0.644;0.620;0.998;RL35081425;20441072;-;0;0;l
431;210070;Walbersdorf;Wulka;78.1;219;4802136;2757178;AUT;BLD;Rabnitz;1983;1983;0;0.000;0.000;0.982;RL35085124;20433783;-;0;0;l
432;210088;Wulkaprodersdorf (Bundesstrasse B16);Wulka;220.1;162;4807673;2763796;AUT;BLD;Rabnitz;1981;1976;0;0.000;0.000;0.993;RL35085152;20432152;-;0;0;l
433;210328;Trausdorf an der Wulka;Wulka;235.9;143;4812271;2766595;AUT;BLD;Rabnitz;1981;1977;0;0.000;0.000;0.987;RL35085585;20431433;-;1;0;s
434;210096;Schuetzen am Gebirge;Wulka;383.7;122;4817271;2771025;AUT;BLD;Rabnitz;1981;1976;0;0.000;0.000;0.998;RL35121961;20431087;-;1;0;s
435;215020;Deutschkreutz;Goldbach;16.7;186;4817143;2742601;AUT;BLD;Rabnitz;1996;1996;0;0.000;0.000;1.021;RL35082355;20438026;B;0;0;m
436;210955;Arzberg (Moderbach);Moderbach;82.4;575;4738095;2697354;AUT;STY;Raab;1981;1976;0;0.000;0.000;0.996;RL35076687;20447867;-;0;0;l
437;211698;Arzberg (Raab);Raab;119.1;567;4738666;2697086;AUT;STY;Raab;1982;1982;0;0.000;0.000;1.000;RL35076635;20449449;-;0;0;l
438;211599;Mitterdorf an der Raab;Raab;183.7;398;4746660;2689287;AUT;STY;Raab;1981;1980;0;0.000;0.000;1.000;RL35075885;20450697;G;1;0;s
439;210963;Unterfladnitz;Weizbach;93.7;401;4750239;2690289;AUT;STY;Raab;1981;1976;0;0.000;0.000;1.017;RL35075808;20450698;-;0;0;l
440;211706;St. Ruprecht a. d. R. (Raab);Raab;300.8;370;4750661;2686984;AUT;STY;Raab;1984;1984;0;0.000;0.000;1.004;RL35075402;20452024;G;1;0;s
441;211888;Floecking;Rabnitzbach;94.0;354;4751690;2681785;AUT;STY;Raab;1991;1991;0;0.000;0.000;0.998;RL35074858;20452022;-;0;0;l
442;210971;Takern II;Raab;498.9;318;4758426;2675833;AUT;STY;Raab;1981;1976;0;0.000;0.000;1.001;RL35074225;20453731;G;1;0;s
443;210989;Feldbach;Raab;689.4;276;4768984;2667082;AUT;STY;Raab;1981;1976;0;0.000;0.000;1.002;RL35073200;20455854;G;1;0;s
444;210468;Neumarkt;Raab;986.5;231;4789664;2665680;AUT;BLD;Raab;1991;1991;0;0.000;0.000;1.004;RL35073019;20456545;E;1;0;s
445;210997;Rohrbach an der Lafnitz;Lafnitz;268.5;419;4774053;2715090;AUT;STY;Raab;1981;1976;0;0.000;0.000;0.999;RL35079116;20444010;-;0;0;l
446;211680;Hammerkastell;Lafnitz;285.5;365;4778128;2708816;AUT;BLD;Raab;1982;1982;0;0.000;0.000;1.001;RL35079018;20447071;-;0;0;l
447;210203;Markt Allhau (Musserbruecke);Stoegersbach;70.8;337;4781017;2705489;AUT;BLD;Raab;1981;1976;0;0.000;0.000;0.942;RL35077858;20447072;-;0;0;l
448;211003;Woerth an der Lafnitz;Lafnitz;439.4;300;4781975;2696293;AUT;BLD;Raab;1981;1976;0;0.006;0.000;0.994;RL35076775;20452587;G;0;0;m
449;211623;Poellau (Praetisbach-II);Praetisbach;21.1;433;4761527;2706119;AUT;STY;Raab;1981;1981;0;0.000;0.000;1.011;RL35077963;20446089;B;0;0;m
450;211631;Poellau (Saifenbach);Saifenbach;57.5;397;4762655;2704007;AUT;STY;Raab;1981;1981;0;14.365;14.362;1.007;RL35077748;20446721;-;0;0;l
451;211011;Waltersdorf in Oststeiermark;Safenbach;343.4;283;4776403;2691403;AUT;STY;Raab;1981;1976;0;0.000;0.000;1.000;RL35076006;20452721;G;0;0;m
452;210211;Dobersdorf;Lafnitz;925.1;234;4787279;2675746;AUT;BLD;Raab;1981;1976;0;0.000;0.000;0.997;RL35074361;20454597;-;0;0;l
453;211722;Rettenegg;Feistritz;43.0;850;4756838;2729262;AUT;STY;Raab;1987;1987;0;36.441;36.438;0.999;RL35080708;20440245;-;0;0;l
454;211029;Anger;Feistritz;408.0;465;4751339;2701504;AUT;STY;Raab;1981;1976;0;0.012;0.000;1.004;RL35077353;20450157;G;0;0;m
455;211037;Neudorf bei Ilz;Ilzbach;190.1;278;4772083;2681294;AUT;STY;Raab;1981;1976;0;0.000;0.000;0.995;RL35074813;20452909;-;0;0;l
456;210401;Eltendorf (Hackenwiesen);Lafnitz;1956.3;224;4792739;2672750;AUT;BLD;Raab;1981;1979;0;2.648;2.645;0.999;RL35073824;20454940;-;0;0;l
457;210419;Pinkafeld;Pinka;134.1;384;4782879;2714353;AUT;BLD;Raab;1987;1987;0;0.000;0.000;0.993;RL35079465;;-;0;0;l
458;210229;Oberwart (Landeshauptstrasse L382);Pinka;171.7;303;4791239;2704668;AUT;BLD;Raab;1981;1976;0;1.039;1.036;1.020;RL35077709;20448210;-;0;0;l
459;215012;Siget in der Wart;Zickenbach;118.8;281;4795844;2703364;AUT;BLD;Raab;1995;1995;0;0.000;0.000;0.999;RL35077615;20448211;-;0;0;l
460;210237;Woppendorf;Pinka;416.9;242;4804961;2697586;AUT;BLD;Raab;1981;1976;0;0.521;0.518;1.007;RL35076798;20449706;-;0;0;l
461;210245;Altschlaining;Tauchenbach;89.2;316;4795938;2709060;AUT;BLD;Raab;1981;1976;0;0.000;0.000;1.013;RL35078667;20447752;-;0;0;l
462;210252;Hannersdorf;Tauchenbach;175.4;247;4803930;2700304;AUT;BLD;Raab;1981;1976;0;0.000;0.000;1.003;RL35077027;20448853;B;0;0;m
463;210260;Burg;Pinka;664.1;238;4806562;2697904;AUT;BLD;Raab;1988;1988;0;0.000;0.000;1.005;RL35076794;20450570;-;0;0;l
464;215038;Moschendorf;Pinka;791.0;201;4811558;2682055;AUT;BLD;Raab;1997;1997;0;0.000;0.000;1.020;RL35075137;20453504;-;0;0;l
465;210476;Bocksdorf;Strem;89.2;237;4790041;2688867;AUT;BLD;Raab;1991;1991;0;0.161;0.131;0.981;RL35076316;;-;0;0;l
466;210484;Rauchwart;Strem;94.4;227;4793631;2688353;AUT;BLD;Raab;1991;1991;0;0.000;0.000;1.000;RL35075544;20451203;B,G;0;0;m
467;210286;Guessing (Kulturzentrum);Strem;316.4;210;4801113;2681391;AUT;BLD;Raab;1981;1976;0;0.000;0.000;0.999;RL35074791;20453405;B,K;0;0;m
468;210294;Heiligenbrunn;Strem;400.4;200;4808774;2678890;AUT;BLD;Raab;1981;1976;0;0.000;0.000;0.999;RL35074595;20454600;B;0;0;m
469;210302;Kirchschlag in der Buckl. Welt;Zoebernbach;113.6;408;4795573;2730043;AUT;LAT;Raab;1981;1976;0;0.000;0.000;1.004;RL35080792;20443333;-;0;0;l
470;210310;Rattersdorf;Guens;265.3;285;4811129;2721171;AUT;BLD;Raab;1981;1976;0;0.000;0.000;1.000;RL35079675;20445146;B;0;0;m
471;203745;Muhr;Mur;75.7;1120;4585826;2671719;AUT;SBG;Mur;1981;1976;0;0.015;0.000;1.010;RL35073724;20452581;A;1;0;s
472;203828;Unterweissburg;Zederhausbach;161.9;1060;4594586;2671530;AUT;SBG;Mur;1981;1981;0;0.000;0.000;0.994;RL35073828;20452232;-;1;0;s
473;203752;St. Michael i. Lg. (Mur);Mur;289.2;1042;4597206;2671169;AUT;SBG;Mur;1981;1976;0;0.000;0.000;1.002;RL35073637;20452370;A;1;0;s
474;203794;Moertelsdorf;Mur;366.9;1010;4608505;2675492;AUT;SBG;Mur;1981;1977;0;0.000;0.000;0.995;RL35074156;20452371;A;1;0;s
475;203760;Mauterndorf;Taurach;102.1;1108;4600491;2675879;AUT;SBG;Mur;1981;1976;0;0.000;0.000;1.015;RL35074224;20451197;G;0;0;m
476;203778;Weisspriach;Weisspriach;77.1;1097;4602072;2680520;AUT;SBG;Mur;1981;1976;0;0.077;0.074;0.993;RL35074729;20450818;-;0;0;l
477;203992;St. Andrae;Goeriachbach;48.4;1053;4608793;2678066;AUT;SBG;Mur;1993;1993;0;0.000;0.000;0.993;RL35074788;20450693;-;0;0;l
478;204008;Lessach;Lessachbach;70.2;1108;4609615;2680054;AUT;SBG;Mur;1993;1993;0;0.000;0.000;1.033;RL35074839;20450820;-;0;0;l
479;203786;Tamsweg (Taurach);Taurach;377.9;1019;4609595;2676442;AUT;SBG;Mur;1981;1976;0;0.669;0.666;1.003;RL35074347;20451323;-;0;0;l
480;203810;Madling;Thomatalbach;84.9;972;4610764;2670103;AUT;SBG;Mur;1981;1981;0;0.000;0.000;1.018;RL35073516;20453494;-;0;0;l
481;203976;Kendlbruck;Mur;955.0;933;4615928;2669507;AUT;SBG;Mur;1992;1992;0;0.000;0.000;1.002;RL35073461;20452905;A;1;0;s
482;211086;Gestuethof;Mur;1700.3;776;4640599;2675425;AUT;STY;Mur;1981;1976;0;0.000;0.000;0.999;RL35074188;20451782;A;1;0;s
483;211995;Katsch;Katschbach;176.0;765;4645424;2679382;AUT;STY;Mur;2000;2000;0;0.000;0.000;0.988;RL35074627;20451078;-;0;0;l
484;211102;St. Georgen ob Judenburg;Mur;2367.5;700;4665006;2687916;AUT;STY;Mur;1981;1976;0;0.000;0.000;0.998;RL35075490;20449331;A;1;0;s
485;214775;Hinterwinkel;Pusterwaldbach;25.3;1226;4646646;2702588;AUT;STY;Mur;2007;2007;0;0.000;0.000;0.971;RL35077315;20445473;-;0;0;u
486;211128;Poels;Poels;422.0;788;4667570;2689330;AUT;STY;Mur;1981;1976;0;0.009;0.000;0.998;RL35075774;20449094;G;0;0;m
487;211136;Zeltweg;Mur;2957.5;646;4681234;2686166;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.000;RL35075336;20449791;A,G;1;0;s
488;211730;Eppenstein;Granitzenbach;153.1;708;4680491;2680418;AUT;STY;Mur;1987;1987;0;0.000;0.000;1.010;RL35074974;20451554;-;0;0;l
489;211920;Hammerjaeger;Ingeringbach;198.5;749;4680876;2693553;AUT;STY;Mur;1994;1994;0;0.000;0.000;1.002;RL35076238;20449446;E;0;0;m
490;211169;Kammern im Liesingtal;Liesingbach;265.6;648;4691345;2709461;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.009;RL35078290;20444005;G;0;0;m
491;211193;St. Peter/Freienstein;Vordernberger Bach;167.3;595;4700905;2710765;AUT;STY;Mur;1981;1976;0;0.000;0.000;0.998;RL35078474;20444006;-;0;0;l
492;214536;Totes Weib;Muerz;103.7;847;4732273;2750172;AUT;STY;Mur;2003;2003;0;0.000;0.000;1.014;RL35083310;20434598;-;0;0;u
493;211227;Neuberg an der Muerz;Muerz;231.5;715;4740929;2742902;AUT;STY;Mur;1981;1976;0;0.006;0.000;0.997;RL35082319;20436191;G;0;0;m
494;211243;Kindtal;Muerz;727.7;570;4732937;2727696;AUT;STY;Mur;1981;1976;0;0.000;0.000;0.999;RL35080527;20440361;G;0;0;m
495;211862;Edelsdorf;Stanzbach;78.9;600;4732945;2722163;AUT;STY;Mur;1991;1991;0;0.000;0.000;0.997;RL35079762;20441748;G;0;0;m
496;211250;Hansenhuette;Thoerlbach;324.2;542;4716937;2720633;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.049;RL35079699;20442496;G;0;0;m
497;211268;Kapfenberg-Diemlach;Muerz;1364.5;486;4718565;2716100;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.000;RL35079165;20442862;G;0;0;m
498;211276;Arndorf;Lamingbach;153.4;503;4717718;2715495;AUT;STY;Mur;1981;1976;0;4.785;4.782;0.937;RL35079177;20442861;-;0;0;l
499;211292;Bruck an der Mur unter Muerz;Mur;6214.0;468;4719504;2713815;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.000;RL35078851;20443438;A,G;1;0;s
500;211649;Deutschfeistritz;Uebelbach;117.8;397;4725578;2691021;AUT;STY;Mur;1981;1981;0;0.000;0.000;0.998;RL35075848;20449335;G;0;0;m
501;211763;Friesach;Mur;6791.5;380;4724159;2686744;AUT;STY;Mur;1987;1987;0;0.000;0.000;1.000;RL35075498;20451202;A,G;1;0;s
502;211326;Graz;Mur;6993.3;341;4733514;2677888;AUT;STY;Mur;1981;1976;0;0.000;0.000;;;;A,E;1;0;x
503;211573;Graz m. MK;Mur mit Muehlkanal;6993.3;341;4733514;2677888;AUT;STY;Mur;1981;1992;0;0.000;0.000;1.000;RL35074501;20453177;A;1;0;s
504;211870;Mellach m. MK;Mur mit Muehlkanal;7295.5;291;4739467;2658678;AUT;STY;Mur;1990;1990;0;0.000;0.000;1.000;RL35072279;20457539;A;1;0;s
505;211334;Voitsberg;Kainach;210.5;391;4712255;2672904;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.002;RL35073894;20453401;G;0;0;m
506;211953;Hitzendorf;Liebochbach;50.0;359;4724085;2671271;AUT;STY;Mur;1995;1995;0;0.000;0.000;0.998;RL35073661;20455731;-;0;0;l
507;211342;Lieboch;Kainach;756.2;319;4727873;2663779;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.015;RL35072867;20456428;A;1;0;s
508;211896;Gerbersdorf;Stiefing;80.0;294;4745394;2657896;AUT;STY;Mur;1993;1993;0;0.000;0.000;0.978;RL35072524;20459309;-;0;0;l
509;211391;Wies;Weisse Sulm;69.9;328;4724102;2637104;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.005;RL35070150;20462209;-;0;0;l
510;211383;Schwanberg;Schwarze Sulm;75.2;402;4718630;2640882;AUT;STY;Mur;1981;1976;0;0.000;0.000;1.007;RL35070428;20461182;G;0;0;m
511;211961;Hoermsdorf;Saggaubach;56.0;345;4723680;2634601;AUT;STY;Mur;1994;1994;0;0.000;0.000;0.991;RL35069668;20463152;-;0;0;l
512;211656;Guendorf;Saggaubach;201.9;290;4734358;2638009;AUT;STY;Mur;1982;1982;0;0.000;0.000;1.017;RL35070031;20462405;-;0;0;l
513;211664;Frauental (Lassnitz);Lassnitz;85.3;323;4722489;2649080;AUT;STY;Mur;1982;1982;0;0.000;0.000;0.995;RL35071172;20459628;-;0;0;l
514;211813;Frauental (Wildbach);Wildbach;50.5;327;4722062;2649181;AUT;STY;Mur;1989;1989;0;0.374;0.370;0.994;RL35071327;20459198;E;0;0;s
515;211797;Wettmannstaetten;Lassnitz;216.4;290;4731610;2650651;AUT;STY;Mur;1989;1989;0;0.000;0.000;0.986;RL35071421;20459513;-;0;0;l
516;211854;Wieselsdorf;Stainzbach;144.8;290;4730454;2652515;AUT;STY;Mur;1990;1990;0;0.000;0.000;1.001;RL35071541;20458614;-;0;0;l
517;211805;Zehndorf;Gleinzbach;37.8;287;4733935;2650986;AUT;STY;Mur;1991;1991;0;0.000;0.000;0.993;RL35071483;20459975;K;0;0;m
